file_name,Корреспондент (Отправитель),Дата письма,Номер письма (Reference),Адресат (Получатель),Подписант (Подпись),Доп. информация
00334_L.tif,Allanic Catherine,22/09/2006 (Eincheville),00334,Vancoillie Alain,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: ALLANIC Catherine"
00339_L.tif,Josiane PIMONT,,00339,la Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: PIMONT Josiane"
00337_L.tif,LHEUREUX Bruno,,00337,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LHEUREUX Bruno"
00338_L.tif,Mickael JOSSE,27/09/2006 (Eckartswiller),00338,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: JOSSE Michael"
00331_L.tif,MARTEL Michael,28/09/2006,00331,Trésorerie des impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: MARTEL Michael"
00344_L.tif,GARCON Abel,23/09/2006 (Phalsbourg),00344,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: GARCON Abel"
00343_L.tif,Reymond Elizabeh,26/09/2006,00343,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: REYMOND Elizabeth"
00356_L.tif,AMINA RAMDANE,25/09/2006 (Eulmont),00356,LES 3 SUIFS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: RAMDANE Amina"
00353_L.tif,Renou Noémie,26/09/2006 (Flavigny/Moselle),00353,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: RENOU Noemie"
00351_L.tif,FRADET Mireille,27/09/2006 (Monswiller),00351,POLICE NATIONALE,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: FRADET Mireille"
00347_L.tif,Neveux Bernard,,00347,"Mensuel\n""Fleurs et Merguez""","[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: NEVEUX Bernard"
00349_L.tif,Leplat Lisa,25/09/2006,00349,"Magazine ""Déo""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: LEPLAT Lisa"
00350_L.tif,Flavie Serra,,00350,Trésorerie des impots,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: SERRA Flavio"
00355_L.tif,Gary TELLIER,10/04/2005 (Charmois),00355,SépaFR Téléphone,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: TELLIER Gary"
00346_L.tif,LAGUERRE Lena,,00346,BMP\nBanque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: LAGUERRE Lena"
00358_L.tif,Corinne Deleu,28/09/2006 (Gourdon),00358,Univer Sale Mobile,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: DELEU Corinne"
00360_L.tif,VARGAS Laetitia,28/09/2006 (KIRCHHEIM),00360,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: VARGAS Laetitia"
00361_L.tif,LARROQUE Nathalie,21/09/2006 (Mathay),00361,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: LARROQUE Nathalie"
00345_L.tif,CLEMENTE Dylan,,00345,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: CLEMENTE Dylan"
00359_L.tif,Guillou Vincent,28/09/2006 (Zinswiller),00359,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: GUILLOU Vincent"
00348_L.tif,Gaucher Viviane,,00348,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: GAUCHER Viviane"
00352_L.tif,TOMAS Jocelyne,28/09/2006 (Lutzelhouse),00352,NAIF Assurancse,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: TOMAS Jocelyne"
00357_L.tif,PLUQUET Christine,21/09/2006 (La Chapelle de la tour),00357,SépaFR Téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: PLUQUET Christine"
00354_L.tif,JOUENNE Colette,27/09/2006,00354,NAIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: JOUENNE Colette"
00374_L.tif,Lucas Danielle,,00374,NAIF Assurance,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: LUCAS Danielle"
00366_L.tif,PELLERIN Sonia,27/09/2006,00366,LA REBOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: PELLERIN Sonia"
00367_L.tif,Joël ARMAND,30/09/2006 (BONSON),00367,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: ARMAND Joel"
00363_L.tif,ROGER Martine,,00363,BMP - Banque mutuelle\nde Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: ROGER Martine"
00370_L.tif,DUCOURNEAU Manon,28/09/2006 (Frizon),00370,Banque Société Générale,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: DUCOURNEAU Manon"
00371_L.tif,Roger JUBERT,29/09/2006,00371,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: JUBERT Roger"
00364_L.tif,Christophe BOULIN,,00364,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: BOULIN Christophe"
00365_L.tif,RICHARD Patricia,27/09/2006,00365,"Quotidien ""Le Pain""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: RICHARD Patricia"
00368_L.tif,ANDRE Aurélia,29/09/2006 (Heidwiller),00368,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: ANDRE Aurelia"
00372_L.tif,Martinez Sébastien,28/09/2006,00372,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: MARTINEZ Sebastien"
00373_L.tif,Dubuisson Enzo,29/09/2006 (Neuvillers sur Fave),00373,ANPE - AGENCE NATIONALE POUR L'EMPLOI,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: DUBUISSON Enzo"
00375_L.tif,SALHI Isabelle,28/09/2006 (Gripport),00375,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: SALHI Isabelle"
00369_L.tif,Nicaise Vincent,,00369,GDP,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: NICAISE Vincent"
00362_L.tif,Manon LAFLEUR,28/09/2006 (Fontaine),00362,BANQUE DEBIT LYONNAIS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LAFLEUR Manon"
00385_L.tif,REMY Armelle,28/09/2006 (St Avold),00385,Banque Débit Lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: REMY Armelle"
00383_L.tif,FOUREL NICOLE,02/10/2006,00383,LES 3 SUIFS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: FOUREL Nicole"
00381_L.tif,Sohier Christiane,02/10/2006,00381,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: SOHIER Christiane"
00377_L.tif,HERRERO Matthieu,,00377,NAIF assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: HERRERO Matthieu"
00380_L.tif,Romain HAVET,10/09/2006 (Tucquegnieux),00380,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: HAVET Romain"
00379_L.tif,Amandine BOUVARD,20/09/2006,00379,¤{Trésorie/Trésorerie}¤ des ¤{Impots/Impôts}¤,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BOUVARD Amandine"
00382_L.tif,BISMUTH Thomas,02/10/2006,00382,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BISMUTH Thomas"
00384_L.tif,RABET Marinette,03/10/2006 (La Poutroie),00384,Monsieur le Directeur,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: RABET Marinette"
00376_L.tif,Gallin Gilbert,,00376,trésorerie des impots,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: GALLIER Gilbert"
00378_L.tif,Demesy Jocelyne,,00378,Sepa Fr téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: DEMESY Jocelyne"
00386_L.tif,MÉRAMO Danièle,01/10/2006 (ORSCHWIRHR),00386,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: MERAND Daniele"
00389_L.tif,CLEMENTE Dylan,,00389,La Redoute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CLEMENTE Dylan"
00388_L.tif,Neveux Bernard,,00388,NNA Assurance,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: NEVEUX Bernard"
00387_L.tif,Gaucher Viviane,,00387,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: GAUCHER Viviane"
00390_L.tif,Albanic Catherine,01/10/2006 (Eincheville),00390,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: ALLANIC Catherine"
00391_L.tif,Robin SALEM,29/09/2006 (Ranrupt),00391,BAAF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: SALEM Robin"
00394_L.tif,LE TALLEC François,,00394,MANIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: LE TALLEC Francois"
00397_L.tif,BLOCH Geneviève,02/10/2006,00397,BANQUE POPULAIRE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BLOCH Genevieve"
00395_L.tif,CARIOU EDDY,02/10/2006 (Han sur Nied),00395,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: CARIOU Eddy"
00393_L.tif,BERTHOU Christian,01/10/2006,00393,UNIVERS SALE MOBILE,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: BERTHOU Christian"
00392_L.tif,JOUENNE Colette,02/10/2006,00392,MANIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: JOUENNE Colette"
00398_L.tif,DELCROIX Ana,02/09/2006 (Saulny),00398,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DELCROIX Ana"
00396_L.tif,LAGUERRE Lena,,00396,La Poste,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LAGUERRE Lena"
00401_L.tif,Denis VILLARD,26/09/2006 (Pfaffenhoffen),00401,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: VILLARD Denis"
00406_L.tif,Florent Fossey,01/10/2006 (Mercy),00406,BMP,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: FOSSEY Florent"
00407_L.tif,Manon LAFLEUR,03/10/2006 (Fontaine),00407,TRESORERIE DES IMPÔTS,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: LAFLEUR Manon"
00405_L.tif,VARGAS Laetitia,02/10/2006 (KIRCHHEIM),00405,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: VARGAS Laetitia"
00402_L.tif,LHEUREUX Bruno,28/09/2006,00402,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LHEUREUX Bruno"
00399_L.tif,Thérèse LAFLEUR,02/10/2006 (Carspach),00399,"MAGAZINE ""DéO""","[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LAFLEUR Therese"
00400_L.tif,Manuella CLAUDON,01/10/2006 (Angevillers),00400,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CLAUDON Manuella"
00404_L.tif,Corine Deleu,,00404,E.D.F,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: DELEU Corinne"
00403_L.tif,Anne-Claire COLIN,29/09/2006 (Struth),00403,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: COLIN Anne-claire"
00411_L.tif,Bruno GAUDIN,29/09/2006,00411,Mairie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: GAUDIN Bruno"
00416_L.tif,Viviane Delval,01/10/2006 (Lachapelle sous Rougemont),00416,SépaFR Téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: DELVAL Viviane"
00415_L.tif,LE FEUVRE Nabil,,00415,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: LEFEUVRE Nabil"
00409_L.tif,Reymond Elizabeth,,00409,Police Nationale,,"Сценарий: Претензия, Автор: REYMOND Elizabeth"
00413_L.tif,Negre Soraya,,00413,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: NEGRE Soraya"
00417_L.tif,DUCOURNEAU Manon,02/10/2006 (Frizon),00417,Brouille Telecom,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DUCOURNEAU Manon"
00408_L.tif,LOUSTALOT Loïc,02/10/2006,00408,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LOUSTALOT Loic"
00419_L.tif,Desjardins Danièle,25/09/2006,00419,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: DESJARDINS Daniele"
00414_L.tif,Josiane PIMONT,30/09/2006 (Steinbach),00414,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PIMONT Josiane"
00420_L.tif,Virginie CHARBONNIER,28/09/2006 (Quetrenheim),00420,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: CHARBONNIER Virginie"
00418_L.tif,COGNET DANIEL,,00418,BANQUE SOCIÉTÉ GÉNIALE,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: COGNET Daniel"
00410_L.tif,BICHET Naima,01/10/2006,00410,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: BICHET Naima"
00412_L.tif,Yves Vallet,02/10/2006 (Verdun),00412,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: VALLET Yves"
00422_L.tif,ANDRE Aurélia,02/10/2006 (Heidwiller),00422,,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: ANDRE Aurelia"
00428_L.tif,LAUNAY Valentine,,00428,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LAUNAY Valentine"
00426_L.tif,BAVER Pauline,,00426,NNA ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: BAUER Pauline"
00424_L.tif,MAGNIER Patrick,29/09/2006 (Frambouhans),00424,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: MAGNIER Patrick"
00421_L.tif,Amandine BOUVARD,03/10/2006 (Geispolsheim),00421,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BOUVARD Amandine"
00427_L.tif,MONTET Marjorie,30/09/2006 (Vence),00427,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: MONTET Marjorie"
00425_L.tif,Maryse OLIVE,02/10/2006 (BALDENHEIM),00425,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: OLIVE Maryse"
00423_L.tif,Roger JUBERT,02/10/2006,00423,Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: JUBERT Roger"
00430_L.tif,CHANAL Lise,28/09/2006 (Oudrenne),00430,Mairie de DONZERE,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: CHANAL Lise"
00435_L.tif,LARROQUE Nathalie,04/10/2006 (Mathay),00435,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LARROQUE Nathalie"
00436_L.tif,Geneviève PHILIPPEAU,03/10/2006 (Neubois),00436,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PHILIPPEAU Genevieve"
00439_L.tif,RANDAME Amina,02/10/2006 (Eulmont),00439,POLICE NATIONALE,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: RAMDANE Amina"
00437_L.tif,FRADET Mireille,30/10/2006 (Monswiller),00437,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: FRADET Mireille"
00434_L.tif,Manon LAFLEUR,05/10/2006 (Fontaine),00434,BANQUE CREDIT POPULAIRE,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: LAFLEUR Manon"
00431_L.tif,Corinne Deleu,04/10/2006 (Gourdon),00431,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DELEU Corinne"
00440_L.tif,EVANO Brigitte,03/10/2006 (Vaulnaveys),00440,LA REBOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: EVANNO Brigitte"
00438_L.tif,HEBRARD Yannick,,00438,Brouille Télécom,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: HEBRARD Yannick"
00429_L.tif,DECOCK Sonia,02/10/2006 (LAQUENEXY),00429,La REBOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: DECOCK Sonia"
00432_L.tif,VARGAS Laetitia,04/10/2006 (KIRCHHEIM),00432,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: VARGAS Laetitia"
00433_L.tif,BISMUTH Thomas,04/10/2006,00433,BMP-Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BISMUTH Thomas"
00441_L.tif,LAIR Claudine,02/10/2006 (Cerville),00441,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LAIR Claudine"
00449_L.tif,PERONNET Killian,,00449,BMP,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PERONNET Killian"
00444_L.tif,Maryse JACQ,29/09/2006 (Ottmarsheim),00444,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: JACQ Maryse"
00448_L.tif,Gallier Gilbert,,00448,Mairie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: GALLIER Gilbert"
00453_L.tif,MOREAUX DAVID,03/10/2006 (OSTHEIM),00453,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: MOREAUX David"
00446_L.tif,GARCON Abel,30/09/2006 (Phalsbourg),00446,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: GARCON Abel"
00451_L.tif,BRULE Ambre,03/10/2006 (Jarny),00451,M. Gagneux,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BRULE Ambre"
00445_L.tif,Gary TELLIER,05/09/2003 (Charmois),00445,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: TELLIER Gary"
00454_L.tif,CORBIN Marie-Laure,03/10/2006 (Malroy),00454,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: CORBIN Marie-laure"
00447_L.tif,Nicaise Vincent,,00447,Trésorerie des impots,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: NICAISE Vincent"
00443_L.tif,MICHEL Enzo,20/09/2006,00443,trésorerie des impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: MICHEL Enzo"
00456_L.tif,SORIN Cécile,04/10/2006 (Bousse),00456,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: SORIN Cecile"
00450_L.tif,Brigitte RODRIGUEZ,03/10/2006 (Bartenheim),00450,NAIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: RODRIGUEZ Brigitte"
00452_L.tif,LANDREAU KARIN,04/10/2006 (Houdemont),00452,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: LANDREAU Karim"
00455_L.tif,Monique STARCK,06/10/2006 (Rambervillers),00455,Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: STARCK Monique"
00442_L.tif,COULET Michelle,03/10/2006 (Aschbach),00442,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: COULET Michelle"
00469_L.tif,DONZE Pascal,,00469,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DONZE Pascal"
00460_L.tif,LHEUREUX Bruno,04/10/2006,00460,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LHEUREUX Bruno"
00470_L.tif,Romain HAVET,02/10/2006 (Tucquegnieux),00470,Monsieur le Maire,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: HAVET Romain"
00457_L.tif,Milan Jean-noël,03/10/2006 (Biesheim),00457,Les 3 suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: MILAN Jean-noel"
00464_L.tif,MAYEUR Colette,05/10/2006 (ILLKIRCH GRAFFENSTADEN),00464,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: MAYEUR Colette"
00465_L.tif,DUCOURNEAU Manon,04/10/2006 (Frizon),00465,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: DUCOURNEAU Manon"
00458_L.tif,Mignon Matheo,28/09/2006 (Labry),00458,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: MIGNON Matheo"
00467_L.tif,BICHET Naima,30/09/2006,00467,Banque Débit Lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BICHET Naima"
00461_L.tif,Anne-Claire COLIN,04/10/2006 (Struth),00461,"Bimestriel ""Charité Bushido""","[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: COLIN Anne-claire"
00463_L.tif,Fabienne LE NORMAND,25/10/2006 (Uberach),00463,NAIF Assurances,,"Сценарий: Управление страховым случаем, Автор: LE NORMAND Fabienne"
00468_L.tif,LOUSTALOT Loïc,04/10/2006,00468,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LOUSTALOT Loic"
00462_L.tif,Christophe Boulin,,00462,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: BOULIN Christophe"
00466_L.tif,Lucas Danielle,,00466,BMP Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: LUCAS Danielle"
00459_L.tif,SHMITT Faiza,02/10/2006 (Signes),00459,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: SCHMITT Faiza"
00475_L.tif,DELCROIX Ana,04/09/2006 (Saulny),00475,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: DELCROIX Ana"
00474_L.tif,Jean-Yves BRANCHO,03/10/2006 (Schaffhouse),00474,SépaFR Téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: BRANCHU Jean-yves"
00480_L.tif,DELBOS Maria,02/10/2006,00480,"Mensuel ""Fleurs et Merguez""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: DELBOS Maria"
00482_L.tif,Chevalier Frederic,06/10/2006,00482,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: CHEVALLIER Frederic"
00481_L.tif,Josette LEMEUNIER,04/10/2006 (Reims),00481,Monsieur le Responsable des Assedic,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: LEMEUNIER Josette"
00479_L.tif,SOHIER Christiane,09/10/2006,00479,"Hebdomadaire ""Top Coule""","[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: SOHIER Christiane"
00471_L.tif,ROUXEL Jean-Claude,27/09/2006 (Lixing les Rouhling),00471,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: ROUXEL Jean-claude"
00473_L.tif,Pluquet Christine,03/10/2006 (chapelle),00473,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: PLUQUET Christine"
00478_L.tif,FOUREL NICOLE,09/10/2006,00478,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: FOUREL Nicole"
00076_L.tif,M. Patrice OLRY,16/07/2006 (Kirschnaumen),00076,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: OLRY Patrice"
00078_L.tif,PION Laure,,00078,Mairie de Menthon StBernard,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: PION Laure"
00079_L.tif,PIETTE Jean-Philippe,18/07/06 (FROLOIS),00079,Trésorerie des ¤{impots/impôts}¤,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PIETTE Jean-philippe"
00077_L.tif,Ferrari David,,00077,France Telephone,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: FERRARI David"
00088_L.tif,Patrice POLLET,17/07/06 (Bordeaux),00088,Caisse d'Allocations Familiales,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: POLLET Patrice"
00074_L.tif,Sandrine Brand,10/07/06 (Froidefontaine),00074,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: BRAND Sandrine"
00086_L.tif,Mme Doyen Christèle,09/07/06 (Redange),00086,Mme Sagnol,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: DOYEN Christele"
00075_L.tif,Michelle ALLAIN,17/07/06,00075,BMP-Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: ALLAIN Michelle"
00093_L.tif,Richard POUJOL,,00093,LA REBOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: POUJOL Richard"
00095_L.tif,Gendron Muriel,26/07/06 (Pérouse),00095,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: GENDRON Muriel"
00092_L.tif,Alain MONTAGNON,21/07/06 (Grouges Le Bocy),00092,,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: MONTAGNON Alain"
00094_L.tif,DELMAS Gilles,,00094,Mairie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: DELMAS Gilles"
